Price_Change_Category,Trade_Volume,Trend_Strength,Sector
Big Rise,Very Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Big Drop,Low,Moderate Loss,Tech
Small Drop,Very Low,Small Loss,Tech
Big Drop,Very Low,Small Loss,Tech
Small Rise,Very Low,Small Gain,Tech
Big Drop,Very Low,Small Loss,Tech
Small Drop,Very Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,Low,Moderate Loss,Tech
Big Rise,Very Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Big Drop,Low,Small Loss,Tech
Small Drop,Very Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Big Rise,Very Low,Small Gain,Tech
Big Rise,Very Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Big Drop,Low,Small Loss,Tech
Big Drop,Low,Small Loss,Tech
Big Drop,Low,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Small Drop,Very Low,Small Loss,Tech
Big Drop,Very Low,Small Loss,Tech
Big Rise,Very Low,Small Gain,Tech
Big Drop,Very Low,Small Loss,Tech
Big Drop,Very Low,Small Loss,Tech
Big Rise,Very Low,Small Gain,Tech
Big Drop,Low,Small Loss,Tech
Big Drop,Very Low,Small Loss,Tech
Small Drop,Very Low,Small Loss,Tech
Big Drop,Low,Small Loss,Tech
Big Drop,Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Big Drop,Low,Small Loss,Tech
Small Rise,Very Low,Small Gain,Tech
Big Drop,Very Low,Small Loss,Tech
Small Rise,Very Low,Small Gain,Tech
Big Rise,Very Low,Small Gain,Tech
Big Rise,Low,Moderate Gain,Tech
Big Drop,Low,Small Loss,Tech
Small Drop,Very Low,Small Loss,Tech
Small Rise,Very Low,Small Gain,Tech
Big Drop,Very Low,Small Loss,Tech
Big Rise,Very Low,Small Gain,Tech
Big Drop,Low,Small Loss,Tech
Big Drop,High,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,Very Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Big Drop,Very Low,Small Loss,Tech
Big Drop,Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,Very Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,Low,Moderate Gain,Tech
Big Drop,Very Low,Small Loss,Tech
Big Rise,Very Low,Small Gain,Tech
Big Rise,Low,Moderate Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Small Drop,Very Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Big Drop,Low,Moderate Loss,Tech
Big Drop,Low,Small Loss,Tech
Big Rise,High,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,Very Low,Small Gain,Tech
Small Drop,Very Low,Small Loss,Tech
Big Drop,Very Low,Small Loss,Tech
Small Drop,Very Low,Small Loss,Tech
Big Drop,Very Low,Small Loss,Tech
Big Drop,Very Low,Small Loss,Tech
Big Rise,Very Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,Very Low,Small Loss,Tech
Small Rise,Very Low,Small Gain,Tech
Big Drop,Low,Small Loss,Tech
Small Rise,Very Low,Small Gain,Tech
Big Drop,Very Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Big Drop,Very Low,Small Loss,Tech
Big Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Big Rise,Very Low,Small Gain,Tech
Small Drop,Very Low,Small Loss,Tech
Big Rise,Low,Moderate Gain,Tech
Big Rise,Low,Moderate Gain,Tech
Big Drop,Low,Small Loss,Tech
Big Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,High,Moderate Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Moderate Loss,Tech
Small Rise,High,Small Gain,Tech
Small Drop,Very High,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Moderate Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Big Drop,High,Moderate Loss,Tech
Small Drop,High,Small Loss,Tech
Big Drop,High,Moderate Loss,Tech
Big Rise,High,Strong Gain,Tech
Small Rise,High,Moderate Gain,Tech
Big Drop,High,Moderate Loss,Tech
Small Rise,High,Small Gain,Tech
Small Drop,High,Moderate Loss,Tech
Small Rise,High,Moderate Gain,Tech
Small Rise,High,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Drop,High,Moderate Loss,Tech
Small Drop,Very High,Small Loss,Tech
Small Rise,High,Moderate Gain,Tech
Small Drop,Very High,Small Loss,Tech
Small Rise,High,Moderate Gain,Tech
Small Rise,Very High,Moderate Gain,Tech
Small Rise,High,Moderate Gain,Tech
Big Drop,High,Strong Loss,Tech
Small Drop,High,Small Loss,Tech
Small Rise,High,Moderate Gain,Tech
Small Drop,Very High,Moderate Loss,Tech
Big Rise,High,Moderate Gain,Tech
Small Drop,High,Small Loss,Tech
Small Rise,High,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Rise,High,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Big Rise,High,Moderate Gain,Tech
Small Drop,High,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,High,Moderate Gain,Tech
Small Rise,High,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,High,Moderate Loss,Tech
Small Rise,High,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Big Drop,High,Moderate Loss,Tech
Small Drop,Very High,Small Loss,Tech
Small Rise,High,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Moderate Loss,Tech
Small Drop,Low,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,High,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Moderate Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Moderate Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,Very High,Moderate Loss,Tech
Small Rise,High,Moderate Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,Low,Moderate Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,Low,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,Low,Moderate Gain,Tech
Small Drop,Very High,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Moderate Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,High,Moderate Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,High,Moderate Gain,Tech
Big Drop,High,Moderate Loss,Tech
Small Drop,High,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Moderate Loss,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,Low,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,Low,Moderate Loss,Tech
Small Rise,High,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Moderate Loss,Tech
Small Rise,High,Moderate Gain,Tech
Big Drop,Very High,Moderate Loss,Tech
Small Rise,High,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,High,Moderate Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Rise,High,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Moderate Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Very Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Big Rise,High,Moderate Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,High,Moderate Gain,Tech
Big Rise,High,Moderate Gain,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,High,Moderate Loss,Tech
Small Rise,High,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Big Rise,Low,Moderate Gain,Tech
Small Rise,High,Small Gain,Tech
Small Drop,Very High,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,Low,Moderate Gain,Tech
Big Rise,Low,Moderate Gain,Tech
Small Drop,High,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,Low,Small Loss,Tech
Small Rise,High,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Big Drop,Low,Moderate Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,Low,Moderate Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,High,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,High,Moderate Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Small Rise,High,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Very Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Very Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Big Rise,High,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,High,Small Loss,Tech
Small Drop,Very High,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Very Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Very Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Very Low,Small Loss,Tech
Small Rise,Very Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Very Low,Small Loss,Tech
Small Drop,Very Low,Small Loss,Tech
Big Drop,Low,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,High,Small Loss,Tech
Small Rise,High,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,High,Moderate Loss,Tech
Big Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Big Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,Low,Moderate Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Very Low,Small Loss,Tech
Big Drop,Low,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,High,Small Gain,Tech
Big Rise,Very High,Moderate Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,High,Moderate Gain,Tech
Big Drop,High,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Very Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,Low,Moderate Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Very Low,Small Gain,Tech
Big Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,High,Moderate Loss,Tech
Big Drop,Low,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,Low,Moderate Gain,Tech
Big Drop,Low,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,Low,Moderate Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Very Low,Small Gain,Tech
Small Drop,Very Low,Small Loss,Tech
Small Rise,Very Low,Small Gain,Tech
Small Drop,Very Low,Small Loss,Tech
Small Drop,Very Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,High,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,High,Moderate Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,Low,Moderate Loss,Tech
Big Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,Low,Moderate Loss,Tech
Big Drop,High,Small Loss,Tech
Big Rise,High,Moderate Gain,Tech
Small Drop,High,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Big Drop,Low,Small Loss,Tech
Big Rise,Low,Moderate Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Big Drop,Very High,Moderate Loss,Tech
Big Drop,High,Small Loss,Tech
Small Drop,High,Small Loss,Tech
Big Drop,High,Moderate Loss,Tech
Small Rise,High,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,Low,Moderate Loss,Tech
Big Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,Low,Moderate Loss,Tech
Big Drop,High,Moderate Loss,Tech
Small Drop,High,Small Loss,Tech
Big Drop,Low,Moderate Loss,Tech
Big Rise,High,Strong Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,High,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,Low,Moderate Loss,Tech
Big Drop,Low,Moderate Loss,Tech
Big Rise,Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,High,Moderate Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,Low,Moderate Gain,Tech
Small Drop,Low,Small Loss,Tech
Big Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,Low,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Big Drop,Low,Small Loss,Tech
Big Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,Low,Small Loss,Tech
Big Drop,Low,Moderate Loss,Tech
Big Drop,Low,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Drop,Low,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,Low,Small Gain,Tech
Big Drop,Low,Moderate Loss,Tech
Big Drop,Low,Moderate Loss,Tech
Big Drop,High,Moderate Loss,Tech
Big Rise,High,Moderate Gain,Tech
Big Drop,High,Moderate Loss,Tech
Small Drop,Very High,Small Loss,Tech
Big Rise,High,Small Gain,Tech
Big Drop,High,Moderate Loss,Tech
Big Rise,Low,Moderate Gain,Tech
Small Rise,Low,Small Gain,Tech
Big Rise,High,Moderate Gain,Tech
Big Drop,High,Moderate Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,High,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Small Rise,Low,Small Gain,Tech
Small Rise,High,Small Gain,Tech
Small Rise,Low,Small Gain,Tech
Small Drop,Low,Small Loss,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,Low,Moderate Loss,Tech
Small Drop,Low,Small Loss,Tech
Big Drop,High,Moderate Loss,Tech
